CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
41375578,DENIZ RESTAURANT,BROOKLYN,662,FULTON STREET,11217,7188526503,Mediterranean,05/01/2018,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,26,,,06/18/2018,Cycle Inspection / Initial Inspection
41639563,Y & M BAKERY,BROOKLYN,6820,BAY PARKWAY,11204,7183314699,Bakery,06/23/2015,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,12,A,06/23/2015,06/18/2018,Cycle Inspection / Re-inspection
41272855,BOBO RESTAURANT,MANHATTAN,181,WEST   10 STREET,10014,2124882626,American,08/09/2016,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,19,B,08/09/2016,06/18/2018,Cycle Inspection / Re-inspection
41715716,EL JOBITO RESTAURANT,MANHATTAN,1579,ST NICHOLAS AVENUE,10040,6465902495,Spanish,02/03/2017,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,8,A,02/03/2017,06/18/2018,Cycle Inspection / Re-inspection
50014653,Le Bernardin Priv?©/Wine Bar,MANHATTAN,151,W 51ST ST,10019,2125541515,French,10/21/2016,Violations were cited in the following area(s).,22A,"Nuisance created or allowed to exist. Facility not free from unsafe, hazardous, offensive or annoying conditions.",Not Critical,,,,06/18/2018,Administrative Miscellaneous / Initial Inspection
40746560,AMF BOWLING CENTER,QUEENS,6910,34 AVENUE,11377,7186510440,American,03/03/2018,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,26,B,03/03/2018,06/18/2018,Cycle Inspection / Re-inspection
50063628,BROOKSIDE MARKET,QUEENS,4315,QUEENS BLVD,11104,2036271821,Caf?©/Coffee/Tea,06/22/2017,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,9,A,06/22/2017,06/18/2018,Pre-permit (Operational) / Re-inspection
40705983,MI PUEBLITO BAKERY/COMIDA TIPICA MEXICANA,BRONX,111,EAST  167 STREET,10452,7185884023,Mexican,03/06/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,15,,,06/18/2018,Cycle Inspection / Initial Inspection
50008107,FANTASTIC RESTAURANT & LOUNGE,MANHATTAN,238A,SHERMAN AVE,10034,2129423010,Spanish,04/16/2015,Violations were cited in the following area(s).,10A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,12,A,04/16/2015,06/18/2018,Cycle Inspection / Re-inspection
40397243,CAFFE GRAZIE,MANHATTAN,26,EAST   84 STREET,10028,2127174407,Italian,05/25/2017,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,7,A,05/25/2017,06/18/2018,Cycle Inspection / Re-inspection
41619215,"AU BON PAIN, ANDALE MEXICAN GRILL",BRONX,2155,UNIVERSITY AVENUE,10453,7182895200,American,03/15/2018,Violations were cited in the following area(s).,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturers documentation not maintained on site.",Not Critical,,,,06/18/2018,Trans Fat / Initial Inspection
41560911,ANTALIA TURKISH CUISINE,MANHATTAN,17,WEST   45 STREET,10036,2122213333,Turkish,05/01/2017,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,16,,,06/18/2018,Cycle Inspection / Initial Inspection
41705979,NEPALESE INDIAN RESTAURANT,QUEENS,907,SENECA AVENUE,11385,7184171873,Indian,06/30/2017,Violations were cited in the following area(s).,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,,,,06/18/2018,Administrative Miscellaneous / Re-inspection
41659970,QUEEN BAKERY II,MANHATTAN,139,CENTRE STREET,10013,2129650788,Chinese,04/24/2018,No violations were recorded at the time of this inspection.,,,Not Applicable,,,,06/18/2018,Administrative Miscellaneous / Initial Inspection
50036199,NOMO SOHO,MANHATTAN,9,CROSBY ST,10013,6462186400,American,04/23/2016,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,11,A,04/23/2016,06/18/2018,Cycle Inspection / Initial Inspection
41089834,MURRAY HILL DINER,MANHATTAN,222,LEXINGTON AVENUE,10016,2126866667,American,03/30/2018,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,21,,,06/18/2018,Cycle Inspection / Initial Inspection
50039517,CREMA BK,BROOKLYN,182,DRIGGS AVE,11222,3474575363,Caf?©/Coffee/Tea,10/28/2015,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,37,,,06/18/2018,Pre-permit (Operational) / Initial Inspection
41391483,NEW FLUSHING BAKERY,QUEENS,13545,ROOSEVELT AVENUE,11354,7185396363,Bakery,01/12/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,17,,,06/18/2018,Cycle Inspection / Initial Inspection
50003078,THE ROOF,MANHATTAN,120,WEST 57TH STREET,10019,2127559619,American,07/31/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,21,,,06/18/2018,Cycle Inspection / Initial Inspection
40512746,CROWN DINER,BRONX,79,EAST  161 STREET,10451,7185380309,American,05/10/2018,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,84,,,06/18/2018,Cycle Inspection / Initial Inspection
41653084,CAPY,BROOKLYN,5524,5 AVENUE,11220,3474639946,Bakery,02/08/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,21,,,06/18/2018,Cycle Inspection / Initial Inspection
41173778,GREAT JONES JUICE BAR,MANHATTAN,29,GREAT JONES STREET,10012,2125053185,"Juice, Smoothies, Fruit Salads",12/06/2016,Violations were cited in the following area(s).,02G,Cold food item held above 41?º F (smoked fish and reduced oxygen packaged foods above 38 ?ºF) except during necessary preparation.,Critical,14,,,06/18/2018,Cycle Inspection / Initial Inspection
50035784,BIG WONG RESTAURANT,MANHATTAN,67,MOTT ST,10013,2129640540,Chinese,12/20/2017,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140?º F to 70?º F or less within 2 hours, and from 70?º F to 41?º F or less within 4 additional hours.",Critical,92,,,06/18/2018,Cycle Inspection / Initial Inspection
50059700,RED POKE,MANHATTAN,600,9TH AVE,10036,2129748100,Korean,03/07/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,39,,,06/18/2018,Pre-permit (Operational) / Initial Inspection
50052863,HANOVER GOURMET DELI,MANHATTAN,3,HANOVER SQ,10004,2122693232,Sandwiches/Salads/Mixed Buffet,06/05/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,21,,,06/18/2018,Cycle Inspection / Initial Inspection
41689595,BARRACA/MACONDO,MANHATTAN,81,GREENWICH AVENUE,10014,2124620080,Spanish,08/28/2015,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,7,A,08/28/2015,06/18/2018,Cycle Inspection / Re-inspection
41007188,SUBWAY,QUEENS,10811,CORONA AVENUE,11368,7182711633,Sandwiches,02/28/2017,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,13,A,02/28/2017,06/18/2018,Cycle Inspection / Initial Inspection
41657755,DONNA,BROOKLYN,27,BROADWAY,11249,9178474434,American,07/01/2015,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,9,A,07/01/2015,06/18/2018,Cycle Inspection / Re-inspection
40395218,WINCHESTERS PUB,QUEENS,23312,HILLSIDE AVENUE,11427,7184648230,American,11/01/2016,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,20,,,06/18/2018,Cycle Inspection / Initial Inspection
41699249,LE MIDI BISTRO,MANHATTAN,11,EAST   13 STREET,10003,2122558787,French,03/16/2017,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,14,B,03/16/2017,06/18/2018,Cycle Inspection / Re-inspection
41291603,DONOVAN'S GRILL & TAVERN,QUEENS,21416,41 AVENUE,11361,7184235353,American,09/23/2015,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,5,,,06/18/2018,Cycle Inspection / Initial Inspection
50005258,DUNKIN' DONUTS,QUEENS,7927,MAIN ST,11367,7189693439,Donuts,07/29/2015,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,17,,,06/18/2018,Cycle Inspection / Initial Inspection
50003058,TEDSTERS ALL NATURAL & ORGANIC,MANHATTAN,1219,1ST AVENUE,10065,2128792509,Chicken,11/07/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,25,,,06/18/2018,Cycle Inspection / Initial Inspection
40364286,PLAZA BAGELS & DELI,STATEN ISLAND,73,NEW DORP PLAZA,10306,7183513906,Bagels/Pretzels,12/14/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,19,,,06/18/2018,Cycle Inspection / Initial Inspection
50014226,EL GRAN VALLE IV RESTAURANT,MANHATTAN,1944,AMSTERDAM AVE,10032,2123687100,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12/13/2017,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,20,,,06/18/2018,Cycle Inspection / Initial Inspection
41385681,PEGUSUS COFFEE SHOP,BROOKLYN,8610,3 AVENUE,11209,7187486977,American,10/24/2016,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,11,A,10/24/2016,06/18/2018,Cycle Inspection / Re-inspection
41636080,CHARLIES BAR & KITCHEN,BRONX,112,LINCOLN AVENUE,10454,7186842338,American,11/21/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,13,A,11/21/2017,06/18/2018,Cycle Inspection / Initial Inspection
41422049,THE FACULTY HOUSE,MANHATTAN,64,MORNINGSIDE DRIVE,10027,2128545534,American,04/12/2016,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,15,,,06/18/2018,Cycle Inspection / Initial Inspection
41473636,HECHO EN DUMBO,MANHATTAN,354,BOWERY,10012,2129374245,Mexican,12/19/2017,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,25,,,06/18/2018,Cycle Inspection / Initial Inspection
